HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|HUVUDMANS NAMN|REKTORS NAMN|BARN- O FRITIDSPROGRAMMET|BYGG- O ANL. PROGRAMMET|EL- O ENERGIPROGRAMMET|FORDONS- O TRANSP. PROGRAMMET|HANDELS O ADM. PROGRAMMET|HANTVERKSPROGRAMMET|HOTELL O TURISMPROGRAMMET|INDUSTRITEKNISKA PROGRAMMET|NATURBRUKSPROGRAMMET|REST.- O LIVSMEDELSPROGRAMMET|VVS O FASTIGHETSPROGRAMMET|VÅRD O OMSORGSPROGRAMMET|EKONOMIPROGRAMMET|ESTETISKA PROGRAMMET|HUMANISTISKA PROGRAMMET|NATURVETENSKAPSPROGRAMMET|SAMHÄLLSVETENSKAPPROGRAMMET|TEKNIKPROGRAMMET|PREPARANDUTBILDNING|PROGRAMINRIKTAT IND. VAL|INDIVIDUELLT ALTERNATIV|SPRÅKINTRODUKTION|YRKESINTRODUKTION|FLYGTEKNIKUTBILDNINGEN|MARINTEKNIKUTBILDINGEN|SJÖFARTSUTBILDNINGEN|TÅGTEKNIKUTBILDNINGEN|UTBILDNINGEN SAMISKA NÄRINGAR|YRKESDANSARUTBILDNINGEN|VIDAREUTBILDING I FORM FJÄRDE TEKNISKT ÅR|ENDAST INTRODUKTIONSPROGRAM|ELEVER BARN O FRITID|ELEVER BYGG O ANL|ELEVER EL O ENERGI|ELEVER FORDON O TRANSP|ELEVER HANDEL O ADM|ELEVER HANTVERK|ELEVER HOTELL O TURISM|ELEVER INDUSTRITEKNISK|ELEVER NATURBRUK|ELEVER REST O LIVSMEDEL|ELEVER VVS O FASTIGHET|ELEVER VÅRD O OMSORG|TOTALT ANTAL ELEVER RIKSREKRYT UTB|ELEVER EKONOMI|ELEVER ESTETISK|ELEVER HUMANISTISK|ELEVER NATURVETENSKAP|ELEVER SAMHÄLLSVETENSKAP|ELEVER TEKNIK|ELEVER IB|ELEVER INTRO PREPARAND|ELEVER INTRO PROGRAMINR INDIVID|ELEVER YRKESINTRO|ELEVER INTRO INDIVID|ELEVER SPRÅKINTRO|TOTALT ANTAL ELEVER INTRODUKTIONSPROGRAM|ELEVER FLYGTEKNIKUTBILDNING|ELEVER MARINTEKNIKUTBILDNING|ELEVER SJÖFARTSUTBILDNING|ELEVER TÅGTEKNIKUTBILDNING|ELEVER UTB SAMISKA NÄRINGAR|ELEVER YRKESDANSARUTB|ELEVER VIDAREUTB FJÄRDE TEKNISKT ÅR|ELEVER TOTALT|INRIKTNING|JURIDISK FORM
Kommunal|2120001850|17|Värmlands län|1780|Karlstad|39583059|Nobelgymnasiet|Karlstad-Hammarö gymnasieskola|65184|KARLSTAD|Mossgatan 20|65461|KARLSTAD|054-5401500|http://www.karlstad.se/gy|nobelgymnasiet@karlstad.se|KARLSTADS KOMMUN|Ola Johansson|J|J|J|J|N|J|N|N|N|N|J|N|N|N|N|N|N|N|N|J|J|J|J|N|N|N|N|N|N|N|N|101|142|144|171|0|158|0|0|0|0|49|0|0|0|0|0|0|0|0|0|0|5|23|219|114|361|0|0|0|0|0|0|0|1126||Kommuner
Enskild|5565789129|17|Värmlands län|1780|Karlstad|93947551|Plusgymnasiet Karlstad|Orrholmsgatan 4|65226|KARLSTAD|Orrholmsgatan 4|65226|KARLSTAD|0702-771873|http://www.plusgymnasiet.se|karlstad@plusgymnasiet.se|Plusgymnasiet AB|Magnus Skoglund|N|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|37|0|0|0|0|0|0|0|0|21|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|65|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5562575786|17|Värmlands län|1780|Karlstad|38645259|Praktiska Karlstad|Packhusgatan 1|65226|KARLSTAD|Packhusgatan 1|65226|KARLSTAD|054-148140|http://www.praktiska.se|nicola.obrovac@vindora.se|Praktiska Sverige AB|Nicola Obrovac|J|J|J|J|J|N|N|J|N|N|J|J|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|28|4|16|17|15|0|0|15|0|0|13|20|0|0|0|0|0|0|0|0|0|24|1|0|0|25|0|0|0|0|0|0|0|153|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001850|17|Värmlands län|1780|Karlstad|96684210|Sundstagymnasiet|Karlstad-Hammarö gymnasieskola|65463|KARLSTAD|Sävegatan 7|65224|KARLSTAD|054-5401570|http://www.karlstad.se/gy|sundstagymnasiet@karlstad.se|KARLSTADS KOMMUN|Inger Thysell|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|J|N|J|N|J|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|341|65|0|460|0|0|1|0|0|38|0|39|0|0|0|0|0|0|0|905||Kommuner
Enskild|5566139290|17|Värmlands län|1780|Karlstad|87207941|Thoren Business School Karlstad|Järnvägsgatan 4|65225|KARLSTAD|Järnvägsgatan 4|65225|KARLSTAD|054-2021860|http://www.affarsgymnasiet.se|karlstad@tbschool.se|THORENGRUPPEN AB|Mattias Belin|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|J|J|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|27|0|0|0|0|0|0|0|0|86|0|0|47|62|0|0|0|2|0|0|0|2|0|0|0|0|0|0|0|224|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001850|17|Värmlands län|1780|Karlstad|11673760|Tingvallagymnasiet|Karlstad-Hammarö gymnasieskola|65184|KARLSTAD|Tingvallagatan 6|65350|KARLSTAD|054-5401650|http://www.karlstad.se/gy|tingvallagymnasiet@karlstad.se|KARLSTADS KOMMUN|Christine Holmberg|N|N|N|N|J|N|J|N|N|J|N|J|J|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|91|0|81|0|0|96|0|88|0|348|0|0|0|0|0|0|0|29|0|0|0|29|0|0|0|0|0|0|0|733||Kommuner
Kommunal|2120001850|17|Värmlands län|1780|Karlstad|46574937|Älvkullegymnasiet|Sundstavägen 27|65463|KARLSTAD|Sundstavägen 27|65463|KARLSTAD|054-5401800|http://www.karlstad.se/gy|alvkullegymnasiet@karlstad.se|KARLSTADS KOMMUN|Erica Andrén|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|403|0|565|41|0|0|0|0|0|0|0|0|0|0|0|0|0|1009||Kommuner
Kommunal|2120001868|17|Värmlands län|1781|Kristinehamn|78872213|Brogårdsgymnasiet|3.Brogårdsgymnasiet|68184|KRISTINEHAMN|Gamla Kyrkogatan 2|68131|KRISTINEHAMN|0550-87416|http://www.kristinehamn.se/skola-barnomsorg|skolnamnden@kristinehamn.se|KRISTINEHAMNS KOMMUN|Lars Reinholdsson|N|N|J|N|J|N|N|N|N|N|N|N|J|J|N|J|J|J|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|42|0|25|0|0|0|0|0|0|0|0|51|62|0|68|91|36|0|0|3|0|0|0|3|0|0|0|0|0|0|0|378||Kommuner
Kommunal|2120001868|17|Värmlands län|1781|Kristinehamn|84286698|Presterudsgymnasiet|10.Presterudsgymnasiet|68184|KRISTINEHAMN|Presterudsvägen 10|68154|KRISTINEHAMN|0550-85804|http://www.kristinehamn.se/skola-barnomsorg|presterudsgymnasiet@kristinehamn.se|KRISTINEHAMNS KOMMUN|Annika Örtqvist|N|N|N|J|N|N|N|J|N|N|N|J|N|N|N|N|N|N|J|J|J|J|N|N|N|N|N|N|N|N|N|0|0|0|57|0|0|0|27|0|0|0|29|0|0|0|0|0|0|0|0|13|16|7|55|38|129|0|0|0|0|0|0|0|242||Kommuner
Kommunal|2120001876|17|Värmlands län|1782|Filipstad|19586169|Frivilliga skolformer, Spångbergsgymnasiet|Box 301|68227|FILIPSTAD|Fogdevägen 2|68231|FILIPSTAD|0590-61412|http://www.filipstad.se|spangbergsgymnasiet@filipstad.se|FILIPSTADS KOMMUN|Hans Ryhed|J|J|J|J|J|J|N|J|N|J|N|J|N|N|N|J|J|N|J|J|J|J|J|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001884|17|Värmlands län|1783|Hagfors|72127035|Älvstrandsgymnasiet||68380|HAGFORS|Älvstrandsvägen 2|68330|HAGFORS|0563-18864|http://www.alvstranden.hagfors.se|gymnasiet@hagfors.se|HAGFORS KOMMUN|Roland Wiklund|J|J|J|J|N|N|N|J|N|N|N|J|J|N|N|J|J|J|N|J|J|J|J|N|N|N|N|N|N|N|N|29|42|23|20|0|0|0|13|0|0|0|27|0|29|0|0|30|79|14|0|0|19|2|32|39|92|0|0|0|0|0|0|0|398||Kommuner
Enskild|8740020212|17|Värmlands län|1784|Arvika|23517336|Estetiska skolan, gymnasiet|Östra Esplanaden 16|67132|ARVIKA|Parkgatan 7 (EJ POST TILL DENNA ADRESS)|67132|ARVIKA|0570-80706|http://www.estetiskaskolan.se|info@estetiskaskolan.se|ESTETISKA SKOLAN ARVIKA|Lars-Inge Bjärlestam|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|57|Allmän|Ideella föreningar
Kommunal|2120001892|17|Värmlands län|1784|Arvika|48009865|Solbergagymnasiet|114. Solbergagymnasiet|67181|ARVIKA|Skolgatan 26-28|67131|ARVIKA|0570-81974|http://www.arvika.se|solberga@arvika.com|ARVIKA KOMMUN|Marianne Annersand|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|J|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|92|38|0|77|101|76|0|1|0|0|0|0|1|0|0|0|0|0|0|0|385||Kommuner
Kommunal|2120001892|17|Värmlands län|1784|Arvika|97870412|Taserudsgymnasiet 1|112. Taserudsgymnasiet|67181|ARVIKA|Jägargatan 8|67142|ARVIKA|0570-82645|http://www.arvika.se|taserudsgymnasiet@arvika.se|ARVIKA KOMMUN|Anneli Guttman|J|J|J|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|12|39|48|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|4|0|0|0|0|0|0|0|135||Kommuner
Kommunal|2120001892|17|Värmlands län|1784|Arvika|68564903|Taserudsgymnasiet 2|112. Taserudsgymnasiet|67181|ARVIKA|Jägargatan 8|67142|ARVIKA|0570-82645|http://www.arvika.se|taserudsgymnasiet@arvika.se|ARVIKA KOMMUN|Jenny-Anne Remnevik Jakobsson|N|N|N|J|J|N|N|N|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|40|51|0|0|0|0|0|39|51|0|0|0|0|0|0|0|0|1|9|0|26|49|85|0|0|0|0|0|0|0|266||Kommuner
Kommunal|2120001892|17|Värmlands län|1784|Arvika|48290232|Taserudsgymnasiet 3|112. Taserudsgymnasiet|67181|ARVIKA|Jägargatan 8|67142|ARVIKA|0570-82646|http://www.arvika.se|taserudsgymnasiet@arvika.se|ARVIKA KOMMUN|Jenny-Anne Remnevik Jakobsson|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|J|J|J|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001900|17|Värmlands län|1785|Säffle|27993549|Herrgårdsgymnasiet A||66180|SÄFFLE|Säffle Gård|66180|SÄFFLE|0533-681900|http://www.herrgardsgymnasiet.se|gymnasiet@saffle.se|SÄFFLE KOMMUN|Suzanne Malmberg|N|J|J|J|N|N|N|N|N|N|N|J|N|N|N|J|N|J|J|J|J|J|J|N|N|N|N|N|N|N|N|0|113|35|74|0|0|0|0|0|0|0|14|0|0|0|0|3|0|63|0|4|58|7|16|42|127|0|0|0|0|0|0|0|429||Kommuner
Kommunal|2120002981|18|Örebro län|1814|Lekeberg|24445686|Gymnasieutbildning i Lekeberg|Bangatan 7|71631|FJUGESTA|Kyrkvägen 6|71630|FJUGESTA|0585-48700|http://www.lekeberg.se/barnutb/|kub@lekeberg.se|LEKEBERGS KOMMUN|Anita Ladinek|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|J|J|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|4|1|0|6|0|0|0|0|0|0|0|6||Kommuner
Kommunal|2220001180|18|Örebro län|1861|Hallsberg|70969714|Alléskolan 1||69480|HALLSBERG|Södra Allén 14|69430|HALLSBERG|0582-685216|http://www.alleskolan.eu|alleskolan@alleskolan.eu|SYDNÄRKES UTBILDNINGSFÖRBUND|Ewa Hardmo|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|25|0|0|0|0|0|0|0|0|96|0|107|0|0|4|0|0|2|6|0|0|0|0|0|0|0|234||Kommunalförbund
Kommunal|2220001180|18|Örebro län|1861|Hallsberg|85003442|Alléskolan 2||69480|HALLSBERG|Södra Allén 14|69430|HALLSBERG|0582-685216|http://www.alleskolan.eu|alleskolan@alleskolan.eu|SYDNÄRKES UTBILDNINGSFÖRBUND|Liselotte Broman Huss|J|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|44|0|0|1|0|0|0|0|0|0|0|51|0|0|0|0|0|0|0|0|0|25|1|0|0|26|0|0|0|0|0|0|0|122||Kommunalförbund
Kommunal|2220001180|18|Örebro län|1861|Hallsberg|22752398|Alléskolan 3||69480|HALLSBERG|Södra Allén 14|69430|HALLSBERG|0582-685216|http://www.alleskolan.eu|alleskolan@alleskolan.eu|SYDNÄRKES UTBILDNINGSFÖRBUND|Lars Kristoffersson|N|J|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|165|81|71|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|42|9|0|1|52|0|0|0|0|0|0|0|370||Kommunalförbund
Kommunal|2220001180|18|Örebro län|1861|Hallsberg|68734112|Alléskolan 4||69480|HALLSBERG|Södra Allén 14|69430|HALLSBERG|0582-685216|http://www.alleskolan.eu|alleskolan@alleskolan.eu|SYDNÄRKES UTBILDNINGSFÖRBUND|Lena Samuelsson|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|1|0|0|0|0|0|0|0|0|0|0|0|122|27|17|0|138|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|305||Kommunalförbund
Kommunal|2220001180|18|Örebro län|1861|Hallsberg|71922787|Alléskolan 5||69480|HALLSBERG|Södra Allén 14|69430|HALLSBERG|0582-685216|http://www.alleskolan.eu|alleskolan@alleskolan.eu|SYDNÄRKES UTBILDNINGSFÖRBUND|Gustav Axmon|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|0|0|0|37|0|10|0|0|37|3|0|0|0|0|0|0|0|0|0|0|13|0|0|0|13|0|0|0|0|0|0|0|100||Kommunalförbund
Kommunal|2220001180|18|Örebro län|1861|Hallsberg|31843016|Alléskolan 6||69480|HALLSBERG|Södra Allén 14|69430|HALLSBERG|0582-685216|http://www.alleskolan.eu|alleskolan@alleskolan.eu|SYDNÄRKES UTBILDNINGSFÖRBUND|Katrin Pedersen|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|J|N|J|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommunalförbund
Kommunal|2220001180|18|Örebro län|1861|Hallsberg|74148070|Alléskolan 7|Alléskolan|69480|HALLSBERG|Södra Allén 14|69430|HALLSBERG|0582-685212|http://www.alleskolan.eu|alleskolan@alleskolan.eu|SYDNÄRKES UTBILDNINGSFÖRBUND|Annelie Månbrant|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|J|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommunalförbund
Kommunal|2220001180|18|Örebro län|1861|Hallsberg|24357034|Alléskolan 8||69480|HALLSBERG|Södra Allén 14|69430|HALLSBERG|0582-685216|http://www.alleskolan.eu|alleskolan@alleskolan.se|SYDNÄRKES UTBILDNINGSFÖRBUND|Anna Ekblom|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommunalförbund
Kommunal|2120001991|18|Örebro län|1862|Degerfors|10924758|Möckelngymnasiet Degerfors|36. Letälvsskolan|69380|DEGERFORS|Parkgatan 2|69333|DEGERFORS|0586-48303|http://www.degerfors.se|claes.vitez@karlskoga.se|KARLSKOGA KOMMUN|Claes Vitez|J|J|N|N|N|N|N|N|N|N|N|N|J|N|N|N|J|N|N|N|J|J|N|N|N|N|N|N|N|N|N|42|0|0|0|0|0|0|0|0|0|0|0|0|46|0|0|0|57|0|0|0|0|0|17|61|78|0|0|0|0|0|0|0|223||Kommuner
Kommunal|2120001942|18|Örebro län|1863|Hällefors|20620556|Pihlskolan gymnasium|Klockarvägen 4|71234|HÄLLEFORS|Klockarvägen 4|71234|HÄLLEFORS|0591-64195|http://www.hellefors.se|annika.hagsten@hellefors.se|HÄLLEFORS KOMMUN|Annika Eriksson|N|N|N|N|N|N|N|J|N|J|N|N|N|N|N|J|J|N|N|J|J|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|24|7|17|0|0|0|0|0|0|20|39|0|0|0|0|0|4|39|43|0|0|0|0|0|0|0|150||Kommuner
Enskild|8020170794|18|Örebro län|1880|Örebro|49739986|Grillska Gymnasiet Örebro|Bettorpsgatan 12|70369|ÖREBRO|Bettorpsgatan 10-12|70369|ÖREBRO|019-6032830|http://www.stadsmissionen.se/grillska/gymnasium/Orebro|orebro@grillska.se|STADSMISSIONENS SKOLSTIFTELSE|Kristoffer Carlring|N|N|J|N|N|N|N|N|N|N|N|N|J|J|N|N|J|J|J|N|N|J|N|N|N|N|N|N|N|N|N|0|0|29|0|0|0|0|0|0|0|0|0|0|70|27|0|0|122|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|252|Allmän|Övriga stiftelser och fonder, inkl pensionsstiftelser och personalstiftelser
Enskild|5565970471|18|Örebro län|1880|Örebro|29225010|IT-Gymnasiet Örebro|Karlsgatan 30|70341|ÖREBRO|Karlsgatan 30|70341|ÖREBRO|019-446460|http://www.it-gymnasiet.se|info.orebro@it-gymnasiet.se|IT Gymnasiet Sverige AB|Simon Ekdahl|N|N|J|N|N|N|N|N|N|N|N|N|N|J|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|53|0|0|0|0|0|0|0|0|0|0|0|64|0|0|0|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|168|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566358759|18|Örebro län|1880|Örebro|92192566|JENSEN Gymnasium Örebro|Kungsgatan 4|70211|ÖREBRO|Kungsgatan 4|70211|ÖREBRO|019-7607910|http://www.jensengymnasium.se|caroline.schreiber@jenseneducation.se|JENSEN EDUCATION COLLEGE AB|Caroline Schreiber|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|27|0|0|18|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|135|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001967|18|Örebro län|1880|Örebro|56886667|Karolinska gymnasiet|Box 31130|70135|ÖREBRO|Olaigatan 25|70361|ÖREBRO|019-216516|http://www.orebro.se/karolinskaskolan|karolinskaskolan@orebro.se|ÖREBRO KOMMUN|Annika Kronwall|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|J|J|N|N|N|N|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|332|35|304|308|0|0|0|0|0|0|128|128|0|0|0|0|0|0|0|1107||Kommuner
Kommunal|2120001967|18|Örebro län|1880|Örebro|33249781|Kvinnerstagymnasiet|Axberg|70591|ÖREBRO|Axberg|70591|ÖREBRO|019-216800|http://www.orebro.se/kvinnerstagymnasiet|kvinnerstagymnasiet@orebro.se|ÖREBRO KOMMUN|Claudia Kraft|N|J|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|64|0|0|0|0|0|0|160|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|16|0|0|0|0|0|0|0|240||Kommuner
Enskild|5565789129|18|Örebro län|1880|Örebro|64648566|Plusgymnasiet i Örebro|Västra Bangatan 221|70354|ÖREBRO|Västra Bangatan 21|70354|ÖREBRO|019-7080300|http://www.plusgymnasiet.se|orebro@plusgymnasiet.se|Plusgymnasiet AB|Nicolas Sandoval|J|N|N|N|J|J|N|N|N|N|N|N|N|N|N|N|J|N|J|J|N|J|J|N|N|N|N|N|N|N|N|22|0|0|0|29|63|0|0|0|0|0|0|0|0|0|0|0|76|0|0|7|17|21|0|0|45|0|0|0|0|0|0|0|235|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5562575786|18|Örebro län|1880|Örebro|18691102|Praktiska Örebro|Aspholmsvägen 5|70227|ÖREBRO|Aspholmsvägen 5|70227|ÖREBRO|019-180890|http://www.praktiska.se|caroline.asplund@vindora.se|Praktiska Sverige AB|Caroline Asplund|N|J|J|J|N|J|N|J|J|N|J|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|26|15|6|0|7|0|11|3|0|19|0|0|0|0|0|0|0|0|0|0|26|50|0|0|76|0|0|0|0|0|0|0|163|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5564869161|18|Örebro län|1880|Örebro|70302356|Proffsgymnasiet|Almgatan 7|70283|ÖREBRO|Almgatan 7|70283|ÖREBRO|019-321212|http://www.fordonsutbildningar.se|mail@fordonsutbildningar.se|FORDONSUTBILDNINGAR I ÖREBRO AKTIEBOLAG|Lars Weman|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|0|0|11|0|0|0|0|0|0|0|81|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001967|18|Örebro län|1880|Örebro|65421426|Rudbecksgymnasiet|Box 31160|70135|ÖREBRO|Kungsgatan 31-33|70224|ÖREBRO|019-216568|http://www.orebro.se/rudbecksgymnasiet|rudbecksgymnasiet@orebro.se|ÖREBRO KOMMUN|Mats Kempinsky|N|N|N|N|N|N|N|N|N|N|N|J|J|N|N|J|J|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|107|0|327|0|0|221|100|0|95|0|15|5|0|0|20|0|0|0|0|0|0|0|870||Kommuner
Kommunal|2120001967|18|Örebro län|1880|Örebro|62394916|Rudbecksgymnasiet RGD-RGH|Box 31170|70135|ÖREBRO|Tullängsgatan 7|70225|ÖREBRO|019-211000|http://www.orebro.se/Tullangsgymnasiet|tullangsgymnasiet@orebro.se|ÖREBRO KOMMUN|Jörel Bergström|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|J|N|J|N|J|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|11|56|0|0|1|0|0|6|0|7|0|0|0|0|0|0|0|81||Kommuner
Enskild|5564648979|18|Örebro län|1880|Örebro|67908927|Rytmus Örebro|Karlsgatan 30|70341|ÖREBRO|Karlsgatan 30|70341|ÖREBRO|019-181750|http://www.rytmus.se|info.orebro@rytmus.se|Rytmus AB|Malin Hussmo|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|99|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|99|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566139290|18|Örebro län|1880|Örebro|72071234|Thoren Business School Örebro|Klostergatan 15|70361|ÖREBRO|Klostergatan 15|70361|ÖREBRO|019-7652220|http://www.affarsgymnasiet.se|orebro@tbschool.se|THORENGRUPPEN AB|Pernilla Tolgfors|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|264|0|0|146|131|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|541|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001967|18|Örebro län|1880|Örebro|24349146|Tullängsgymnasiet|Box 31170|70135|ÖREBRO|Tullängsgatan 7|70225|ÖREBRO|019-211000|http://www.orebro.se/tullangsgymnasiet|tullangsgymnasiet@orebro.se|ÖREBRO KOMMUN|Ken Dahlberg|N|J|J|J|N|N|N|J|N|N|J|N|N|N|N|N|N|J|N|J|N|N|J|N|N|N|N|N|N|J|N|0|219|121|137|0|0|0|1|0|0|74|0|0|0|0|0|0|0|395|0|0|33|3|0|0|36|0|0|0|0|0|0|0|983||Kommuner
Kommunal|2120001967|18|Örebro län|1880|Örebro|83605345|Tullängsgymnasiet RGD-RGH|Box 31170|70135|ÖREBRO|Tullängsgatan 7|70225|ÖREBRO|019-211000|http://www.orebro.se/tullangsgymnasiet|tullangsgymnasiet@orebro.se|ÖREBRO KOMMUN|Anders Adamsson|N|J|J|J|J|N|N|N|N|N|J|N|N|N|N|N|N|J|J|J|J|N|J|N|N|N|N|N|N|N|N|0|14|6|8|1|0|0|0|0|0|3|0|0|0|0|0|0|0|15|0|2|12|34|23|0|71|0|0|0|0|0|0|0|118||Kommuner
Kommunal|2120001967|18|Örebro län|1880|Örebro|15933512|Virginska gymnasiet|Box 31180|70135|ÖREBRO|Fabriksgatan 52|70223|ÖREBRO|019-216661|http://www.orebro.se/virginska gymnasiet|virginskagymnasiet@orebro.se|ÖREBRO KOMMUN|Håkan Ågren|J|N|N|N|J|J|J|N|N|J|N|N|N|N|N|N|J|N|J|J|J|J|N|N|N|N|N|N|N|N|N|80|0|0|0|76|175|91|0|0|91|0|0|0|0|0|0|0|432|0|0|1|27|129|63|70|290|0|0|0|0|0|0|0|1235||Kommuner
