HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|FKLASS|ÅR1|ÅR2|ÅR3|ÅR4|ÅR5|ÅR6|ÅR7|ÅR8|ÅR9|HUVUDMANS NAMN|REKTORS NAMN|ELEVAR FKLASS|ELEVER ÅR1|ELEVER ÅR2|ELEVER ÅR3|ELEVER ÅR4|ELEVER ÅR5|ELEVER ÅR6|ELEVER ÅR7|ELEVER ÅR8|ELEVER ÅR9|INRIKTNING|JURIDISK FORM
Enskild|7696006068|14|Västra Götalands län|1496|Skövde|52602666|Montessoriskolan i Skövde|Gamla Kungsvägen 52|54132|SKÖVDE|Gamla Kungsvägen 52|54132|SKÖVDE|0500-415850|http://www.montessori-skovde.se|info@montessori-skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE MONTESSORIFÖRENING EKONOMISK FÖRENING|Herman Johnson|17|12|15|14|10|12|14|0|0|0|Allmän|Ekonomiska föreningar utom bostadsrättsföreningar
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|74495166|Norrmalmskolan|Vallevägen 14|54144|SKÖVDE|Vallevägen 14|54144|SKÖVDE|0500-497115|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Eva-Lotta Johansson|35|40|40|42|43|37|41|0|0|0||Kommuner
Enskild|5566740113|14|Västra Götalands län|1496|Skövde|90728703|Raoul Wallenbergskolan Skövde|Hammargatan 1|54145|SKÖVDE|Hammargatan 1|54145|SKÖVDE||http://www.raoulwallenbergskolan.se|peter.gejervall@raoulwallenbergskolan.se|J|J|J|J|J|J|J|J|J|J|Raoul Wallenbergskolorna AB|Peter Gejervall|35|10|7|9|11|14|6|0|0|0|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|95947333|Rydskolan 847|Box 96003|54106|SKÖVDE|Timmervägen 1|54106|SKÖVDE|0500-498800|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|N|N|N|N|N|N|SKÖVDE KOMMUN|Stina Norén|81|57|80|87|45|65|56|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|89674475|Rydskolan 867|Box 96003|54106|SKÖVDE|Timmervägen 1|54106|SKÖVDE|0500-498800|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|N|N|N|N|J|J|J|N|N|N|SKÖVDE KOMMUN|Pauline Blomqvist|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|89477299|Stöpenskolan|Box 97007|54170|SKÖVDE|Hästskovägen 4|54170|SKÖVDE|0500-497950|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|N|N|N|N|N|N|N|J|J|J|SKÖVDE KOMMUN|Kristin Benerdahl|0|0|0|0|0|0|0|110|108|99||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|50902077|Sventorps skola|Stombergs väg 2|54177|SKÖVDE|Stombergs väg 2|54177|SKÖVDE|0500-497241|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Anita Eriksson|17|20|20|14|16|20|15|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|16046753|Svärtagårdsskolan|Fagottvägen 4|54157|SKÖVDE|Fagottvägen 4|54157|SKÖVDE|0500-497980|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Gunnar Lord|15|17|16|11|23|22|15|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|81505508|Tidanskolan|Skolvägen|54931|TIDAN|Skolvägen|54931|TIDAN|0500-497291|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Liam Hedén|23|24|15|22|23|23|25|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|90449443|Timmersdala skola|Skolgatan 1|54016|TIMMERSDALA|Skolgatan 1|54016|TIMMERSDALA|0500-497225|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Johan Holmberg|20|15|10|16|17|16|10|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|36015411|Varola skola|Pl 18000|54194|SKÖVDE|Pl 18000|54194|SKÖVDE|0500-497241|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Gunnar Lord|5|9|5|5|9|5|3|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|16057411|Vasaskolan 859|Parkgatan 2|54152|SKÖVDE|Parkgatan 2|54152|SKÖVDE|0500-498627|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|N|N|N|N|N|N|N|J|J|J|SKÖVDE KOMMUN|Eva Carlander Odebäck|0|0|0|0|0|0|0|171|193|178||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|83894630|Vasaskolan 869|Parkgatan 2|54152|SKÖVDE|Parkgatan 2|54152|SKÖVDE|0500-498627|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|N|N|N|N|N|N|N|J|J|J|SKÖVDE KOMMUN|Tomas Eriksson|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|32903180|Värings skola|Skolgatan 3|54176|VÄRING|Skolgatan 3|54176|VÄRING|0500-497271|http://www.skovde.se|ban-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Liam Hedén|20|15|18|24|12|14|15|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|88335935|Värsås skola|Djursätravägen 3|54178|VÄRSÅS|Djursätravägen 3|54178|VÄRSÅS|0500-497241|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Anita Eriksson|16|20|12|17|11|18|12|0|0|0||Kommuner
Kommunal|2120001728|14|Västra Götalands län|1497|Hjo|53080108|Fågelås skola|Hjo kommun|54481|HJO|Fågelås skola, Gate|54430|HJO|0503-35307|http://www.hjo.se|skolexpeditionen@hjo.se|J|J|J|J|J|J|J|N|N|N|HJO KOMMUN|Susanne Rydberg|9|10|8|5|12|8|7|0|0|0||Kommuner
Kommunal|2120001728|14|Västra Götalands län|1497|Hjo|81342093|Guldkroksskolan 7-9||54481|HJO|Linnégatan 1|54432|HJO|0503-35161|http://www.hjo.se|skolreceptionen@hjo.se|N|N|N|N|N|N|N|J|J|J|HJO KOMMUN|Carina Sahlén|0|0|0|0|0|0|0|90|93|87||Kommuner
Kommunal|2120001728|14|Västra Götalands län|1497|Hjo|78752033|Guldkroksskolan F-6B||54481|HJO|Linnégatan 1|54431|HJO|0503-35161|http://www.hjo.se|skolreceptionen@hjo.se|J|J|J|J|J|J|J|N|N|N|HJO KOMMUN|Anna Malmeling Marklund|18|27|23|25|18|19|24|0|0|0||Kommuner
Kommunal|2120001728|14|Västra Götalands län|1497|Hjo|59028651|Guldkroksskolan F-6D||54481|HJO|Linnégatan 1|54431|HJO|0503-35161|http://www.hjo.se|skolreceptionen@hjo.se|J|J|J|J|J|J|J|N|N|N|HJO KOMMUN|Hans Engvall|39|27|26|25|21|37|25|0|0|0||Kommuner
Kommunal|2120001728|14|Västra Götalands län|1497|Hjo|85504910|Hammarnskolan|Hjo kommun|54481|HJO|Kvarngatan 27|54492|HJO|0503-35168|http://www.hjo.se|skolreceptionen@hjo.se|J|J|J|J|J|J|J|N|N|N|HJO KOMMUN|Eva Uvesten|24|28|22|26|21|27|24|0|0|0||Kommuner
Kommunal|2120001728|14|Västra Götalands län|1497|Hjo|55078375|Korsberga skola|Hjo kommun|54481|HJO|Kålabråtsvägen 3|54492|HJO|0503-35314|http://www.hjo.se|skolreceptionen@hjo.se|J|J|J|J|J|J|J|N|N|N|HJO KOMMUN|Hans Engvall|12|11|11|12|13|9|13|0|0|0||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|77303515|Ekedalens grundskola 4-6|Ekedalen|52293|EKEDALEN|Ekedalen|52293|EKEDALEN|0502-42124||Charlotte.Daremark@tidaholm.se|N|N|N|N|J|J|J|N|N|N|TIDAHOLMS KOMMUN|Eva Foght Lindqvist|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|79753564|Ekedalens grundskola F-3|Ekedalen|52293|TIDAHOLM|Ekedalen|52293|TIDAHOLM|0502-42124||Charlotte.Daremark@tidaholm.se|J|J|J|J|N|N|N|N|N|N|TIDAHOLMS KOMMUN|Helen Stadig Redic|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|30517837|Forsens grundskola 4-6|Tidaholms kommun|52283|TIDAHOLM|Forsgatan 7|52232|TIDAHOLM|0502-606121|http://www.tidaholm.se|forsenskolan@tidaholm.se|N|N|N|N|J|J|J|N|N|N|TIDAHOLMS KOMMUN|Frida Svahn|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|40717964|Forsens grundskola 7-9|Tidaholms kommun|52283|TIDAHOLM|Forsgatan 7|52232|TIDAHOLM|0502-606121|http://www.tidaholm.se/|forsenskolan@tidaholm.se|N|N|N|N|N|N|N|J|J|J|TIDAHOLMS KOMMUN|Stefan Kristoffersen|0|0|0|0|0|49|66|57|64|49||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|30754289|Forsens grundskola F-3|Tidaholms kommun|52283|TIDAHOLM|Forsgatan 7|52232|TIDAHOLM|0502-606121|http://www.tidaholm.se|forsenskolan@tidaholm.se|J|J|J|J|N|N|N|N|N|N|TIDAHOLMS KOMMUN|Malin Fredriksson |0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|62137279|Fröjereds grundskola|Fröjered|52294|TIDAHOLM|Fröjered|52294|TIDAHOLM|0502-606600|http://www.tidaholm.se/|Charlotte.Daremark@tidaholm.se|J|J|J|J|J|J|J|N|N|N|TIDAHOLMS KOMMUN|Helen Stadig Redic|6|3|3|11|5|2|0|0|0|0||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|28369439|Hökensås grundskola 4-6|von Essens väg 40|52235|TIDAH|von Essens väg 40|52235|TIDAHOLM|0502-606813|http://www.tidaholm.se|hokensas@tidaholm.se|N|N|N|N|J|J|J|N|N|N|TIDAHOLMS KOMMUN|Börje Hallin|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|42899954|Hökensås grundskola 7-9|von Essens väg 40|52235|TIDAHOLM|von Essens väg 40|52235|TIDAHOLM|0502-606813|http://www.tidaholm.se/|hokensas@tidaholm.se|N|N|N|N|N|N|N|J|J|J|TIDAHOLMS KOMMUN|Andreas Cederlund|0|0|0|0|0|0|0|73|74|95||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|27906596|Hökensås grundskola F-3|von Essens väg 40|52235|TIDAHOLM|von Essens väg 40|52235|TIDAHOLM|0502-606813|http://www.tidaholm.se|hokensas@tidaholm.se|J|J|J|J|N|N|N|N|N|N|TIDAHOLMS KOMMUN|Ulrika Eskilsson|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|53815008|Valstads grundskola|Sandlidsvägen 4|52292|TIDAHOLM|Sandlidsvägen 4|52292|TIDAHOLM|0502-606600|http://www.tidaholm.se/|Charlotte.Daremark@tidaholm.se|J|J|J|J|J|J|J|N|N|N|TIDAHOLMS KOMMUN|Eva Foght Lindqvist|12|6|15|6|9|10|11|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|69493590|Broddetorpsskolan|Box 4189|52104|GUDHEM|Falköpingsvägen 14|52198|BRODDETORP|0515-886384|http://www.falkoping.se/broddetorpsskolan|broddetorp@falkoping.se|J|J|J|J|J|J|N|N|N|N|FALKÖPINGS KOMMUN|Claes Hagman|13|9|14|16|15|12|0|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|17911537|Centralskolan 6-9|Falköpings kommun|52181|FALKÖPING|Sankt Olofsgatan 34|52135|FALKÖPING|0515-885120|http://www.falkoping.se/centralskolan|central@falkoping.se|N|N|N|N|N|N|J|J|J|J|FALKÖPINGS KOMMUN|Henrik Rydberg|0|0|0|0|0|0|107|79|83|87||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|46358943|Centralskolan F-5|Falköpings kommun|52181|FALKÖPING|Sankt Olofsgatan 34|52135|FALKÖPING|0515-885120|http://www.falkoping.se/centralskolan|central@falkoping.se|J|J|J|J|J|J|N|N|N|N|FALKÖPINGS KOMMUN|Margareta Högberg|24|22|21|27|23|18|0|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|91138242|Dotorpsskolan|Dotorpsgatan 70|52134|FALKÖPING|Dotorpsgatan 70|52134|FALKÖPING|0515-885740|http://www.falkoping.se/dotorpsskolan|dotorp@falkoping.se|J|J|J|J|J|J|N|N|N|N|FALKÖPINGS KOMMUN|Ylva Holmén|22|20|25|25|16|20|0|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|54765026|Flobyskolan 7-9|Parkgatan 29|52151|FLOBY|Parkgatan 29|52151|FLOBY|0515-886565|http://www.falkoping.se/flobyskola|floby@falkoping.se|N|N|N|N|N|N|N|J|J|J|FALKÖPINGS KOMMUN|Ulf Svensson|0|0|0|0|0|0|0|43|52|41||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|54957877|Flobyskolan F-6|Parkgatan 29|52151|FLOBY|Parkgatan 29|52151|FLOBY|0515-886565|http://www.falkoping.se/flobyskola|floby@falkoping.se|J|J|J|J|J|J|J|N|N|N|FALKÖPINGS KOMMUN|Per Linderoth|25|27|33|36|24|26|33|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|48695990|Gudhemsskolan|Box 4189|52104|GUDHEM|Klostervägen 24|52174|GUDHEM|0515-886500|http://www.falkoping.se/gudhemsskolan|gudhem@falkoping.se|J|J|J|J|J|J|J|J|J|J|FALKÖPINGS KOMMUN|Claes Hagman|16|14|19|15|27|18|26|26|26|29||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|15357005|Kinnarpsskolan|Tångavägen 7|52173|KINNARP|Tångavägen 7|52173|KINNARP|0515-885900|http://www.falkoping.se/kinnarpsskolan|kinnarp@falkoping.se|J|J|J|J|J|J|J|J|J|J|FALKÖPINGS KOMMUN|Tommy Forsberg|32|20|19|15|21|13|26|38|39|41||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|39777812|Kyrkerörsskolan AC|Parkgatan 43|52143|FALKÖPING|Parkgatan 43|52143|FALKÖPING|0515-885122|http://www.falkoping.se/kyrkerorsskolan|kyrkeror@falkoping.se|N|N|N|N|N|N|J|J|J|J|FALKÖPINGS KOMMUN|Susann Rehn|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|39933770|Kyrkerörsskolan BD|Parkgatan 43|52143|FALKÖPING|Parkgatan 43|52143|FALKÖPING|0515-885122|http://falkoping.se/kyrkerorsskolan|kyrkeror@falkoping.se|N|N|N|N|N|N|J|J|J|J|FALKÖPINGS KOMMUN|Ann-Christine Larsson|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|74695983|Mössebergsskolan|Scheelegatan 23|52131|FALKÖPING|Scheelegatan 23|52131|FALKÖPING|0515-885500|http://www.falkoping.se/mossebergsskolan|mosseberg@falkoping.se|J|J|J|J|J|J|N|N|N|N|FALKÖPINGS KOMMUN|Maria Moensjö|71|73|73|74|74|62|0|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|12985644|Odensbergsskolan|Parkgatan 29, Flobyskolan|52151|FLOBY|Valabergsvägen 36|52192|FALKÖPING|0515-886662|http://www.falkoping.se/odensbergsskolan/|floby@falkoping.se|J|J|J|J|J|J|J|N|N|N|FALKÖPINGS KOMMUN|Ulf Svensson|19|14|20|22|19|18|19|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|43678352|Stenstorpsskolan A|Skolgatan 2|52160|STENSTORP|Skolgatan 2|52160|STENSTORP|0515-886335|http://www.falkoping.se/stenstorpsskolan|stenstorp@falkoping.se|J|J|J|J|J|J|J|J|J|J|FALKÖPINGS KOMMUN|Tommy Cronholm|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|43269172|Stenstorpsskolan B|Skolgatan 2|52160|STENSTORP|Skolgatan 2|52160|STENSTORP|0515-886335|http://www.falkoping.se/stenstorpsskolan|stenstorp@falkoping.se|J|J|J|J|J|J|J|J|J|J|FALKÖPINGS KOMMUN|Lotta Mantler|0|0|0|0|0|0|0|0|0|0||Kommuner
Enskild|5567497051|14|Västra Götalands län|1499|Falköping|48252217|Thoren Framtid i Falköping|Dotorpsgatan 11|52142|FALKÖPING|Dotorpsgatan 11|52142|FALKÖPING|0760-001942|http://www.karl-oskarskolan.se|fhia.lind@fkg.karl-oskarskolan.se|N|N|N|J|J|J|J|J|J|J|Thoren Framtid AB|Sofhia Lind|2|1|1|4|10|17|15|19|20|27|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|31175991|Torbjörntorpsskolan|Box 4189|52104|GUDHEM|Torbjörntorp|52131|FALKÖPING|0515-886645|http://www.falkoping.se/torbjorntorpsskolan|gudhem@falkoping.se|J|J|J|J|N|N|N|N|N|N|FALKÖPINGS KOMMUN|Claes Hagman|9|11|7|6|0|0|0|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|93035626|Vartoftaskolan|Box 7|52105|VARTOFTA|Skolgatan 9|52175|VARTOFTA|0515-886520|http://www.falkoping.se/vartoftaskolan|vartofta@falkoping.se|J|J|J|J|J|J|J|J|J|J|FALKÖPINGS KOMMUN|Margareta Lindmark-Holm|20|17|17|20|20|23|40|30|28|31||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|43435547|Vindängen|Bengt Heljesgatan 3|52140|FALKÖPING|Bengt Heljesgatan 3|52131|FALKÖPING|0515-885380|http://www.falkoping.se/vindangen|vindangen@falkoping.se|J|J|J|J|J|J|N|N|N|N|FALKÖPINGS KOMMUN|Maria Burlin|46|46|47|49|45|43|0|0|0|0||Kommuner
Enskild|5566086756|14|Västra Götalands län|1499|Falköping|43911053|Vårkullens skolveckohem|Box 2182|10315|STOCKHOLM|Vasagatan 9 B|52143|FALKÖPING|0515-19080|http://www.varkullen.se|info@varkullen.se|N|N|N|J|J|J|J|J|J|J|VÅRKULLEN AB|Eva Jansson|0|0|0|0|0|1|1|0|3|2|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|33395061|Yllestadsskolan|Kättilstorp|52195|KÄTTILSTORP|Kättilstorp|52145|KÄTTILSTORP|0515-886636|http://www.falkoping.se/yllestadsskolan|vartofta@falkoping.se|N|J|J|J|J|J|J|N|N|N|FALKÖPINGS KOMMUN|Margareta Lindmark-Holm|6|5|10|9|7|9|0|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|72615710|Åsarpsskolan|Tångavägen 7|52173|KINNARP|Ellis väg 2|52191|ÅSARP|0515-885900|http://www.falkoping.se/asarpsskolan|asarp@falkoping.se|J|J|J|J|J|J|J|N|N|N|FALKÖPINGS KOMMUN|Tommy Forsberg|14|14|15|25|13|11|22|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|90350215|Åsleskolan|Åsle|52191|FALKÖPING|Åsle|52145|FALKÖPING|0515-886540|http://www.falkoping.se/asleskolan|vartofta@falkoping.se|J|J|J|J|J|J|N|N|N|N|FALKÖPINGS KOMMUN|Margareta Lindmark-Holm|6|9|12|6|7|0|0|0|0|0||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|76578072|Åttagårdsskolan|Hjelmarsrörsgatan 6|52145|FALKÖPING|Hjelmarsrörsgatan 6|52144|FALKÖPING|0515-886129|http://www.falkoping.se/attagardsskolan|attagard@falkoping.se|J|J|J|J|J|J|N|N|N|N|FALKÖPINGS KOMMUN|Henrik Franzén|23|22|27|25|23|18|0|0|0|0||Kommuner
Kommunal|2120001751|17|Värmlands län|1715|Kil|34568098|Bodaskolan|Lisebergsvägen 2|66593|KIL|Lisebergsvägen 2|66593|KIL|0554-19336|http://www.kil.se/Skola--barnomsorg/Skola-6-16-ar/Bodaskolan/|kerstin.henningsson@kil.se|J|J|J|J|J|J|J|N|N|N|KILS KOMMUN|Kerstin Henningsson|8|9|9|10|5|14|4|0|0|0||Kommuner
Kommunal|2120001751|17|Värmlands län|1715|Kil|71005223|Dallidenskolan|Hälsostigen 2|66594|KIL|Hälsostigen 2|66594|KIL|0554-19257|http://www.kil.se/Skola--barnomsorg/Skola-6-16-ar/Dallidenskolan/|niclas.larsson@kil.se|J|J|J|J|J|J|J|N|N|N|KILS KOMMUN|Niclas Larsson|21|17|20|19|24|22|25|0|0|0||Kommuner
Kommunal|2120001751|17|Värmlands län|1715|Kil|22252335|Fageråsskolan|Inge Nylins Väg 2|66594|FAGERÅS|Inge Nylins Väg 2|66594|FAGERÅS|0554-19336|http://www.kil.se/Skola--barnomsorg/Skola-6-16-ar/Fagerasskolan/|kerstin.henningsson@kil.se|J|J|J|J|J|J|J|N|N|N|KILS KOMMUN|Kerstin Henningsson|13|5|14|13|17|15|12|0|0|0||Kommuner
Kommunal|2120001751|17|Värmlands län|1715|Kil|60285528|Sannerudsskolan 0-6|Fredholmsgatan 2|66532|KIL|Fredholmsgatan 2|66532|KIL|0554-19236|http://www.kil.se/Skola--barnomsorg/Skola-6-16-ar/Sannerudsskolan-F-6/|tobias.axnemon@kil.se|J|J|J|J|J|J|J|J|J|J|KILS KOMMUN|Tobias Axnemon|37|31|37|37|23|31|19|0|0|0||Kommuner
Kommunal|2120001751|17|Värmlands län|1715|Kil|17665080|Sannerudsskolan 7-9|Karlslundsgatan 6|66532|KIL|Karlslundsgatan 6|66532|KIL|0554-19232|http://www.kil.se/Skola--barnomsorg/Skola-6-16-ar/Sannerudsskolan-Ar-7-9/|torbjorn.magnusson@kil.se|N|N|N|N|N|N|N|J|J|J|KILS KOMMUN|Torbjörn Magnusson|0|0|0|0|0|0|0|97|136|139||Kommuner
Kommunal|2120001751|17|Värmlands län|1715|Kil|42597706|Stenåsenskolan|Malmvägen 2|66535|KIL|Malmvägen 2|66535|KIL|0554-19257|http://www.kil.se/Skola--barnomsorg/Skola-6-16-ar/Stenasenskolan/|niclas.larsson@kil.se|J|J|J|J|J|J|J|N|N|N|KILS KOMMUN|Niclas Larsson|21|17|16|14|22|23|24|0|0|0||Kommuner
Kommunal|2120001751|17|Värmlands län|1715|Kil|99742257|Tolitaskolan|Tolita skola 1|66592|KIL|Tolita Skola 1|66592|KIL|0554-19336|http://www.kil.se/Skola--barnomsorg/Skola-6-16-ar/Tolitaskolan/|kerstin.henningsson@kil.se|J|J|J|J|J|J|J|N|N|N|KILS KOMMUN|Kerstin Henningsson|4|10|13|21|23|8|10|0|0|0||Kommuner
Kommunal|2120001751|17|Värmlands län|1715|Kil|25656550|Vikstaskolan|Grinnemogatan 28|66533|KIL|Grinnemogatan 28|66533|KIL|0554-19419|http://www.kil.se/Skola--barnomsorg/Skola-6-16-ar/Vikstaskolan-F-6/|patrik.backman@kil.se|J|J|J|J|J|J|J|N|N|N|KILS KOMMUN|Patrik Backman|37|36|31|39|28|41|25|0|0|0||Kommuner
Kommunal|2120001769|17|Värmlands län|1730|Eda|48315891|Adolfsfors skola|Adolfsfors|67040|ÅMOTFORS|Adolfsfors|67040|ÅMOTFORS|0571-33125|http://www.eda.se/|adolfsforsskolan@eda.se|J|J|J|J|J|J|N|N|N|N|EDA KOMMUN|Liselott Öberg Stridh|13|5|7|13|7|14|0|0|0|0||Kommuner
Kommunal|2120001769|17|Värmlands län|1730|Eda|69352527|Gunnarsbyskolan F-9|Box 54|67321|CHARLOTTENBERG|Gunnarsbysvägen 10|67322|CHARLOTTENBERG|0571-35800|http://www.eda.se|gunnarsbyskolan@eda.se|J|J|J|J|J|J|J|J|J|J|EDA KOMMUN|Lars Pettersson|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001769|17|Värmlands län|1730|Eda|28042382|Gärdesskolan|Trädgårdsgatan 22|67040|ÅMOTFORS|Trädgårdsgatan 22|67040|ÅMOTFORS|0571-180791|http://www.eda.se/|gardesskolan@eda.se|J|J|J|J|J|J|J|N|N|N|EDA KOMMUN|Liselott Öberg Stridh|14|21|11|16|9|14|9|0|0|0||Kommuner
Kommunal|2120001769|17|Värmlands län|1730|Eda|55674136|Hierneskolan F-9|Hiernegatan 1|67041|KOPPOM|Hiernegatan 1|67041|KOPPOM|0571-28380|http://www.eda.se|hierneskolan@eda.se|J|J|J|J|J|J|J|J|J|J|EDA KOMMUN|Tobias Erlandsson|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001777|17|Värmlands län|1737|Torsby|49736127|Aspeds skola|65 Asped|68580|TORSBY|Kvarnstugevägen 18|68594|TORSBY|0560-30020|http://www.torsby.se|aspedsskola@edu.torsby.se|J|J|J|J|J|J|N|N|N|N|TORSBY KOMMUN|Margareta Keck Carle|2|3|7|2|4|3|0|0|0|0||Kommuner
Kommunal|2120001777|17|Värmlands län|1737|Torsby|21568934|Frykenskolan|62 Frykenskolan|68580|TORSBY|Gärdesgatan 2|68534|TORSBY|0560-16250|http://www.torsby.se|frykenskolan@edu.torsby.se|N|N|N|N|N|N|J|J|J|J|TORSBY KOMMUN|Anna Renhult|0|0|0|0|0|0|86|96|105|113||Kommuner
Kommunal|2120001777|17|Värmlands län|1737|Torsby|61795051|Holmesskolan|64 Holmeskolan|68580|TORSBY|Lasarettsvägen 13|68592|TORSBY|0560-16233|http://www.torsby.se|holmesskolan@edu.torsby.se|J|J|J|J|J|J|N|N|N|N|TORSBY KOMMUN|Johan Nilsson|50|56|70|51|94|56|0|0|0|0||Kommuner
Kommunal|2120001777|17|Värmlands län|1737|Torsby|83025413|Kvistbergsskolan|215 Kvistbergsskolan|68060|SYSSLEBÄCK|Kvistbergsvägen 30|68060|SYSSLEBÄCK|0564-47700|http://www.torsby.se|kvistbergsskolan@edu.torsby.se|J|J|J|J|J|J|J|J|J|J|TORSBY KOMMUN|Madelene Cicek|6|15|5|10|9|6|16|13|19|23||Kommuner
